artist,title,ultimate_guitar_url
Shania Twain,Up,https://tabs.ultimate-guitar.com/tab/shania-twain/up-chords-1017593
Shania Twain,Youre Still The One,https://tabs.ultimate-guitar.com/tab/shania-twain/youre-still-the-one-chords-1136614
Sia,Chandelier,https://tabs.ultimate-guitar.com/tab/sia/chandelier-chords-1476462
Sia,Snowman,https://tabs.ultimate-guitar.com/tab/sia/snowman-chords-2233623
Simon & Garfunkel,Cecilia,https://tabs.ultimate-guitar.com/tab/simon-garfunkel/cecilia-chords-931605
Simon & Garfunkel,The Boxer,https://tabs.ultimate-guitar.com/tab/simon-garfunkel/the-boxer-chords-83970
Simon & Garfunkel,The Sound Of Silence,https://tabs.ultimate-guitar.com/tab/simon-garfunkel/the-sound-of-silence-chords-159157
Sixpence None The Richer,There She Goes,https://tabs.ultimate-guitar.com/tab/sixpence-none-the-richer/there-she-goes-chords-1130384
Smash Mouth,All Star,https://tabs.ultimate-guitar.com/tab/smash-mouth/all-star-chords-428803
Smokey Robinson,Cruisin,https://tabs.ultimate-guitar.com/tab/smokey-robinson/cruisin-chords-82080
Sonny & Cher,I Got You Babe,https://tabs.ultimate-guitar.com/tab/sonny-cher/i-got-you-babe-chords-1903113
Spin Doctors,Two Princes,https://tabs.ultimate-guitar.com/tab/spin-doctors/two-princes-chords-2535
Stephen Sanchez,Until I Found You,https://tabs.ultimate-guitar.com/tab/stephen-sanchez/until-i-found-you-chords-3860363
Steve Moakler,Damn Do I Think About You,https://tabs.ultimate-guitar.com/tab/steve-moakler/damn-do-i-think-about-you-chords-1914419
Stevie Wonder,Signed Sealed Delivered Im Yours,https://tabs.ultimate-guitar.com/tab/stevie-wonder/signed-sealed-delivered-im-yours-official-2919347
Sticky Fingers,Cyclone,https://tabs.ultimate-guitar.com/tab/sticky-fingers/cyclone-chords-1670544
Sufjan Stevens,Casimir Pulaski Day,https://tabs.ultimate-guitar.com/tab/sufjan-stevens/casimir-pulaski-day-chords-916331
Sugar Ray,Every Morning,https://tabs.ultimate-guitar.com/tab/sugar-ray/every-morning-chords-906219
Sugar Ray,Fly,https://tabs.ultimate-guitar.com/tab/sugar-ray/fly-chords-2652483
Sum 41,In Too Deep,https://tabs.ultimate-guitar.com/tab/sum-41/in-too-deep-chords-1689289
Taio Cruz,Dynamite,https://tabs.ultimate-guitar.com/tab/taio-cruz/dynamite-official-2797235
Tal Bachman,Shes So High,https://tabs.ultimate-guitar.com/tab/tal-bachman/shes-so-high-chords-721438
Taylor Swift,22,https://tabs.ultimate-guitar.com/tab/taylor-swift/22-official-2471976
Taylor Swift,All Too Well,https://tabs.ultimate-guitar.com/tab/taylor-swift/all-too-well-chords-1189554
Taylor Swift,Anti-Hero,https://tabs.ultimate-guitar.com/tab/taylor-swift/anti-hero-official-4394123
Taylor Swift,Back To December,https://tabs.ultimate-guitar.com/tab/taylor-swift/back-to-december-chords-995170
Taylor Swift,Betty,https://tabs.ultimate-guitar.com/tab/taylor-swift/betty-chords-3261314
Taylor Swift,Blank Space,https://tabs.ultimate-guitar.com/tab/taylor-swift/blank-space-chords-1674053
Taylor Swift,Cardigan,https://tabs.ultimate-guitar.com/tab/taylor-swift/cardigan-chords-3261305
Taylor Swift,Fearless,https://tabs.ultimate-guitar.com/tab/taylor-swift/fearless-official-2493894
Taylor Swift,Long Live,https://tabs.ultimate-guitar.com/tab/taylor-swift/long-live-chords-998555
Taylor Swift,Love Story,https://tabs.ultimate-guitar.com/tab/taylor-swift/love-story-chords-730809
Taylor Swift,Lover,https://tabs.ultimate-guitar.com/tab/taylor-swift/lover-chords-2796355
Taylor Swift,Mean,https://tabs.ultimate-guitar.com/tab/taylor-swift/mean-chords-997065
Taylor Swift,Red,https://tabs.ultimate-guitar.com/tab/taylor-swift/red-chords-1185997
Taylor Swift,Speak Now,https://tabs.ultimate-guitar.com/tab/taylor-swift/speak-now-chords-993331
Taylor Swift,Style,https://tabs.ultimate-guitar.com/tab/taylor-swift/style-official-2193711
Taylor Swift,Tim Mcgraw,https://tabs.ultimate-guitar.com/tab/taylor-swift/tim-mcgraw-chords-428952
Taylor Swift,Today Was A Fairytale,https://tabs.ultimate-guitar.com/tab/taylor-swift/today-was-a-fairytale-chords-914193
Taylor Swift,Treacherous,https://tabs.ultimate-guitar.com/tab/taylor-swift/treacherous-chords-1189904
Taylor Swift,We Are Never Ever Getting Back Together,https://tabs.ultimate-guitar.com/tab/taylor-swift/we-are-never-ever-getting-back-together-chords-1175300
Taylor Swift,Wildest Dreams,https://tabs.ultimate-guitar.com/tab/taylor-swift/wildest-dreams-chords-1674166
Taylor Swift,You Belong With Me,https://tabs.ultimate-guitar.com/tab/taylor-swift/you-belong-with-me-official-1963811
Tears For Fears,Everybody Wants To Rule The World,https://tabs.ultimate-guitar.com/tab/tears-for-fears/everybody-wants-to-rule-the-world-chords-1503308
Teddy Swims,Lose Control,https://tabs.ultimate-guitar.com/tab/teddy-swims/lose-control-chords-5131264
The 1975,Somebody Else,https://tabs.ultimate-guitar.com/tab/the-1975/somebody-else-official-2425433
The All-American Rejects,Dirty Little Secret,https://tabs.ultimate-guitar.com/tab/the-all-american-rejects/dirty-little-secret-official-2081793
The All-American Rejects,Gives You Hell,https://tabs.ultimate-guitar.com/tab/the-all-american-rejects/gives-you-hell-official-2264865
The Archies,Sugar Sugar,https://tabs.ultimate-guitar.com/tab/the-archies/sugar-sugar-official-2220629
The Avett Brothers,Aint No Man,https://tabs.ultimate-guitar.com/tab/the-avett-brothers/aint-no-man-chords-1837167
The Avett Brothers,I And Love And You,https://tabs.ultimate-guitar.com/tab/the-avett-brothers/i-and-love-and-you-chords-847742
The Band Perry,If I Die Young,https://tabs.ultimate-guitar.com/tab/the-band-perry/if-i-die-young-chords-943160
The Bangles,Eternal Flame,https://tabs.ultimate-guitar.com/tab/the-bangles/eternal-flame-chords-1196444
The Beach Boys,Kokomo,https://tabs.ultimate-guitar.com/tab/the-beach-boys/kokomo-chords-705135
The Beach Boys,Wouldnt It Be Nice,https://tabs.ultimate-guitar.com/tab/the-beach-boys/wouldnt-it-be-nice-chords-16805
The Beatles,All My Loving,https://tabs.ultimate-guitar.com/tab/the-beatles/all-my-loving-chords-453882
The Beatles,Blackbird,https://tabs.ultimate-guitar.com/tab/the-beatles/blackbird-official-2093927
The Beatles,Come Together,https://tabs.ultimate-guitar.com/tab/the-beatles/come-together-chords-17413
The Beatles,Here Comes The Sun,https://tabs.ultimate-guitar.com/tab/the-beatles/here-comes-the-sun-chords-566611
The Beatles,Hey Jude,https://tabs.ultimate-guitar.com/tab/the-beatles/hey-jude-chords-1061739
The Beatles,In My Life,https://tabs.ultimate-guitar.com/tab/the-beatles/in-my-life-chords-17422
The Beatles,Ive Just Seen A Face,https://tabs.ultimate-guitar.com/tab/the-beatles/ive-just-seen-a-face-official-2049777
The Beatles,Let It Be,https://tabs.ultimate-guitar.com/tab/the-beatles/let-it-be-official-1939035
The Beatles,Something,https://tabs.ultimate-guitar.com/tab/the-beatles/something-chords-17436
The Beatles,Twist And Shout,https://tabs.ultimate-guitar.com/tab/the-beatles/twist-and-shout-chords-122350
The Chicks (Dixie Chicks),Goodbye Earl,https://tabs.ultimate-guitar.com/tab/the-chicks-dixie-chicks/goodbye-earl-chords-199426
The Chicks (Dixie Chicks),Theres Your Trouble,https://tabs.ultimate-guitar.com/tab/the-chicks-dixie-chicks/theres-your-trouble-chords-1801772
The Cranberries,Dreams,https://tabs.ultimate-guitar.com/tab/the-cranberries/dreams-chords-1485486
The Cranberries,Linger,https://tabs.ultimate-guitar.com/tab/the-cranberries/linger-chords-612578
The Cranberries,Zombie,https://tabs.ultimate-guitar.com/tab/the-cranberries/zombie-chords-844902
The Crew-Cuts,Sh-Boom,https://tabs.ultimate-guitar.com/tab/the-crew-cuts/sh-boom-chords-883419
The Darkness,I Believe In A Thing Called Love,https://tabs.ultimate-guitar.com/tab/the-darkness/i-believe-in-a-thing-called-love-chords-1416874
The Flaming Lips,Do You Realize,https://tabs.ultimate-guitar.com/tab/the-flaming-lips/do-you-realize-chords-50449
The Foundations,Build Me Up Buttercup,https://tabs.ultimate-guitar.com/tab/the-foundations/build-me-up-buttercup-chords-815490
The Four Seasons,December 1963 Oh What A Night,https://tabs.ultimate-guitar.com/tab/the-four-seasons/december-1963-oh-what-a-night-chords-1395990
The Gabe Dixon Band,All Will Be Well,https://tabs.ultimate-guitar.com/tab/the-gabe-dixon-band/all-will-be-well-chords-1860545
The Head and the Heart,Rivers And Roads,https://tabs.ultimate-guitar.com/tab/the-head-and-the-heart/rivers-and-roads-chords-1026669
The Highwomen,Crowded Table,https://tabs.ultimate-guitar.com/tab/the-highwomen/crowded-table-chords-2777728
The Jackson 5,I Want You Back,https://tabs.ultimate-guitar.com/user/tab/view?h=gJ1kXhGAdWbdqeLY4RBTcvr2&tab_id=23451414
The Killers,All These Things That Ive Done,https://tabs.ultimate-guitar.com/tab/the-killers/all-these-things-that-ive-done-chords-1106662
The Killers,Mr Brightside,https://tabs.ultimate-guitar.com/tab/the-killers/mr-brightside-chords-202646
The Kinks,Lola,https://tabs.ultimate-guitar.com/tab/the-kinks/lola-chords-1048969
The Lumineers,Cleopatra,https://tabs.ultimate-guitar.com/tab/the-lumineers/cleopatra-chords-1829193
The Mamas & The Papas,California Dreamin,https://tabs.ultimate-guitar.com/tab/the-mamas-the-papas/california-dreamin-chords-862466
The Moldy Peaches,Anyone Else But You,https://tabs.ultimate-guitar.com/tab/the-moldy-peaches/anyone-else-but-you-chords-630353
The Monkees,Im A Believer,https://tabs.ultimate-guitar.com/tab/the-monkees/im-a-believer-chords-25298
The Offspring,Youre Gonna Go Far Kid,https://tabs.ultimate-guitar.com/tab/the-offspring/youre-gonna-go-far-kid-chords-727290
The Outfield,Your Love,https://tabs.ultimate-guitar.com/tab/the-outfield/your-love-chords-772505
The Police,Every Little Thing She Does Is Magic,https://tabs.ultimate-guitar.com/tab/the-police/every-little-thing-she-does-is-magic-chords-1692334
The Police,Roxanne,https://tabs.ultimate-guitar.com/tab/the-police/roxanne-chords-953512
The Postal Service,Such Great Heights,https://tabs.ultimate-guitar.com/tab/the-postal-service/such-great-heights-chords-757520
The Red Jumpsuit Apparatus,Your Guardian Angel,https://tabs.ultimate-guitar.com/tab/the-red-jumpsuit-apparatus/your-guardian-angel-chords-408726
The Seekers,Morningtown Ride,https://tabs.ultimate-guitar.com/tab/the-seekers/morningtown-ride-chords-933818
The Turtles,Happy Together,https://tabs.ultimate-guitar.com/tab/the-turtles/happy-together-official-1967543
The Wailin' Jennys,Keep Me In Your Heart,https://tabs.ultimate-guitar.com/tab/the-wailin-jennys/keep-me-in-your-heart-chords-3115616
The Weepies,Gotta Have You,https://tabs.ultimate-guitar.com/tab/the-weepies/gotta-have-you-chords-2871854
Third Eye Blind,Semi-Charmed Life,https://tabs.ultimate-guitar.com/tab/third-eye-blind/semi-charmed-life-chords-1011668
Thurston Harris,Little Bitty Pretty One,https://tabs.ultimate-guitar.com/tab/thurston-harris/little-bitty-pretty-one-chords-946487
Tim McGraw,Red Ragtop,https://tabs.ultimate-guitar.com/tab/tim-mcgraw/red-ragtop-chords-1007768
Tim Minchin,White Wine In The Sun,https://tabs.ultimate-guitar.com/tab/tim-minchin/white-wine-in-the-sun-chords-1032923
Toby Keith,Beer For My Horses,https://tabs.ultimate-guitar.com/tab/toby-keith/beer-for-my-horses-chords-1073033
Tommy Makem,Red Is The Rose,https://tabs.ultimate-guitar.com/tab/tommy-makem/red-is-the-rose-chords-1031265
Toto,Africa,https://tabs.ultimate-guitar.com/tab/toto/africa-chords-87063
Tove Lo,Habits Stay High,https://tabs.ultimate-guitar.com/tab/tove-lo/habits-stay-high-chords-1454850
Tove Lo,Talking Body,https://tabs.ultimate-guitar.com/tab/tove-lo/talking-body-chords-1667707
Tracy Chapman,Fast Car,https://tabs.ultimate-guitar.com/tab/tracy-chapman/fast-car-official-1962589
Tracy Lawrence,Paint Me A Birmingham,https://tabs.ultimate-guitar.com/tab/tracy-lawrence/paint-me-a-birmingham-chords-810189
Train,Hey Soul Sister,https://tabs.ultimate-guitar.com/tab/train/hey-soul-sister-chords-884388
Uncle Kracker,Drift Away,https://tabs.ultimate-guitar.com/tab/uncle-kracker/drift-away-chords-1157413
Uncle Kracker,Follow Me,https://tabs.ultimate-guitar.com/tab/uncle-kracker/follow-me-chords-1063207
Usher,Yeah,https://tabs.ultimate-guitar.com/tab/usher/yeah-official-5154745
Van Morrison,Brown Eyed Girl,https://tabs.ultimate-guitar.com/tab/van-morrison/brown-eyed-girl-chords-819644
Van Morrison,Into The Mystic,https://tabs.ultimate-guitar.com/tab/van-morrison/into-the-mystic-chords-106508
Vance Joy,Riptide,https://tabs.ultimate-guitar.com/tab/vance-joy/riptide-chords-1237247
Vengaboys,Boom Boom Boom Boom,https://tabs.ultimate-guitar.com/tab/vengaboys/boom-boom-boom-boom-chords-4239793
WALK THE MOON,Shut Up And Dance,https://tabs.ultimate-guitar.com/user/tab/view?h=X60dQTWHGs2OK3kdFJqStKT-&tab_id=23451270
Watchhouse (Mandolin Orange),Take This Heart Of Gold,https://tabs.ultimate-guitar.com/tab/watchhouse-mandolin-orange/take-this-heart-of-gold-chords-1898560
Waxahatchee,Cant Do Much,https://tabs.ultimate-guitar.com/tab/waxahatchee/cant-do-much-chords-3161111
Weezer,Island In The Sun,https://tabs.ultimate-guitar.com/tab/weezer/island-in-the-sun-chords-852868
Weezer,Say It Aint So,https://tabs.ultimate-guitar.com/tab/weezer/say-it-aint-so-chords-1006422
Weezer,Undone - The Sweater Song,https://tabs.ultimate-guitar.com/tab/weezer/undone-the-sweater-song-chords-21705
Wham!,Wake Me Up Before You Go-Go,https://tabs.ultimate-guitar.com/tab/wham/wake-me-up-before-you-go-go-chords-1020178
Wheatus,Teenage Dirtbag,https://tabs.ultimate-guitar.com/tab/wheatus/teenage-dirtbag-chords-927822
Whitney Houston,I Have Nothing,https://tabs.ultimate-guitar.com/tab/whitney-houston/i-have-nothing-official-3743603
Whitney Houston,I Wanna Dance With Somebody Who Loves Me,https://tabs.ultimate-guitar.com/tab/whitney-houston/i-wanna-dance-with-somebody-who-loves-me-chords-585203
Woody Guthrie,Mail Myself To You,https://tabs.ultimate-guitar.com/tab/woody-guthrie/mail-myself-to-you-chords-2273765
Woody Guthrie,This Land Is Your Land,https://tabs.ultimate-guitar.com/tab/woody-guthrie/this-land-is-your-land-chords-1054304
Yael Naim,New Soul,https://tabs.ultimate-guitar.com/tab/yael-naim/new-soul-chords-974355
Yellowcard,Ocean Avenue,https://tabs.ultimate-guitar.com/tab/yellowcard/ocean-avenue-chords-758433
Yellowcard,Only One,https://tabs.ultimate-guitar.com/tab/yellowcard/only-one-chords-841047
Zac Brown Band,Colder Weather,https://tabs.ultimate-guitar.com/tab/zac-brown-band/colder-weather-chords-990491
Zeph,Could You Love Me While I Hate Myself,https://tabs.ultimate-guitar.com/tab/zeph/could-you-love-me-while-i-hate-myself-chords-4076884
a-ha,Take On Me,https://tabs.ultimate-guitar.com/tab/a-ha/take-on-me-chords-390284
