artist,title,ultimate_guitar_url
John Denver,Take Me Home Country Roads,https://tabs.ultimate-guitar.com/tab/john-denver/take-me-home-country-roads-chords-57606
John Denver,Today,https://tabs.ultimate-guitar.com/tab/john-denver/today-chords-1060652
John Mayer,Slow Dancing In A Burning Room,https://tabs.ultimate-guitar.com/tab/john-mayer/slow-dancing-in-a-burning-room-chords-706621
John Mayer,The Heart Of Life,https://tabs.ultimate-guitar.com/tab/john-mayer/the-heart-of-life-chords-1758270
John Mayer,Xo,https://tabs.ultimate-guitar.com/tab/john-mayer/xo-chords-1478111
John Michael Montgomery,Sold The Grundy County Auction Incident,https://tabs.ultimate-guitar.com/tab/john-michael-montgomery/sold-the-grundy-county-auction-incident-chords-1775084
John Prine,Angel From Montgomery,https://tabs.ultimate-guitar.com/tab/john-prine/angel-from-montgomery-chords-604233
John Prine,How Lucky,https://tabs.ultimate-guitar.com/tab/john-prine/how-lucky-chords-2330575
John Prine,Paradise,https://tabs.ultimate-guitar.com/tab/john-prine/paradise-chords-1051304
Johnny Cash,I Walk The Line,https://tabs.ultimate-guitar.com/tab/johnny-cash/i-walk-the-line-chords-278859
Johnny Cash,Jackson,https://tabs.ultimate-guitar.com/tab/johnny-cash/jackson-chords-662867
Johnny Cash,Ring Of Fire,https://tabs.ultimate-guitar.com/tab/johnny-cash/ring-of-fire-chords-63352
Johnny Cash,You Are My Sunshine,https://tabs.ultimate-guitar.com/tab/johnny-cash/you-are-my-sunshine-chords-834069
Jon McLaughlin,Indiana,https://tabs.ultimate-guitar.com/tab/jon-mclaughlin/indiana-chords-638401
Joni Mitchell,Both Sides Now,https://tabs.ultimate-guitar.com/tab/joni-mitchell/both-sides-now-chords-1488889
Josh Groban,Evermore,https://tabs.ultimate-guitar.com/tab/josh-groban/evermore-chords-1970515
Juice Newton,Angel Of The Morning,https://tabs.ultimate-guitar.com/tab/juice-newton/angel-of-the-morning-chords-1042703
Jungle,Back On 74,https://tabs.ultimate-guitar.com/tab/jungle/back-on-74-official-4968148
Justin Bieber,Daisies,https://tabs.ultimate-guitar.com/tab/justin-bieber/daisies-chords-5869745
Justin Bieber,Love Yourself,https://tabs.ultimate-guitar.com/tab/justin-bieber/love-yourself-chords-1780199
KT Tunstall,Black Horse And The Cherry Tree,https://tabs.ultimate-guitar.com/tab/kt-tunstall/black-horse-and-the-cherry-tree-chords-835773
KT Tunstall,Suddenly I See,https://tabs.ultimate-guitar.com/tab/kt-tunstall/suddenly-i-see-chords-188726
Kacey Musgraves,Rainbow,https://tabs.ultimate-guitar.com/tab/kacey-musgraves/rainbow-chords-1425791
Kate Rhudy,I Dont Like You Or Your Band,https://tabs.ultimate-guitar.com/tab/kate-rhudy/i-dont-like-you-or-your-band-chords-2089811
Katrina and the Waves,Walking On Sunshine,https://tabs.ultimate-guitar.com/tab/katrina-and-the-waves/walking-on-sunshine-chords-2098515
Katy Kirby,Cool Dry Place,https://tabs.ultimate-guitar.com/tab/katy-kirby/cool-dry-place-chords-3625826
Katy Kirby,Portals,https://tabs.ultimate-guitar.com/tab/katy-kirby/portals-chords-4042966
Katy Perry,Roar,https://tabs.ultimate-guitar.com/tab/katy-perry/roar-official-2140651
Keali'i Reichel,Wanting Memories,https://tabs.ultimate-guitar.com/tab/kealii-reichel/wanting-memories-chords-3628259
Keane,Somewhere Only We Know,https://tabs.ultimate-guitar.com/tab/keane/somewhere-only-we-know-chords-109970
King Harvest,Dancing In The Moonlight,https://tabs.ultimate-guitar.com/tab/king-harvest/dancing-in-the-moonlight-chords-611955
Kylie Minogue,Cant Get You Out Of My Head,https://tabs.ultimate-guitar.com/tab/kylie-minogue/cant-get-you-out-of-my-head-chords-1194736
LMNT,Hey Juliet,https://tabs.ultimate-guitar.com/tab/lmnt/hey-juliet-chords-1100668
La Roux,Bulletproof,https://tabs.ultimate-guitar.com/tab/la-roux/bulletproof-chords-880215
Labi Siffre,Bless The Telephone,https://tabs.ultimate-guitar.com/tab/labi-siffre/bless-the-telephone-official-3766772
Lady Gaga,Paparazzi,https://tabs.ultimate-guitar.com/tab/lady-gaga/paparazzi-chords-762806
Lady Gaga,You And I,https://tabs.ultimate-guitar.com/tab/lady-gaga/you-and-i-chords-979666
Lake Street Dive,Hypotheticals,https://tabs.ultimate-guitar.com/tab/lake-street-dive/hypotheticals-official-4832843
Lake Street Dive,Rich Girl,https://tabs.ultimate-guitar.com/tab/lake-street-dive/rich-girl-chords-2693787
Leona Lewis,Bleeding Love,https://tabs.ultimate-guitar.com/tab/leona-lewis/bleeding-love-chords-690995
Leona Lewis,Keep Bleeding,https://tabs.ultimate-guitar.com/tab/leona-lewis/keep-bleeding-chords-722345
Lizzo,Truth Hurts,https://tabs.ultimate-guitar.com/tab/lizzo/truth-hurts-official-2815931
Lizzy McAlpine,Older,https://tabs.ultimate-guitar.com/user/tab/view?h=jz1yQoC4rr8BBa2AWbBtgpuZ&tab_id=23642865
Loggins & Messina,Dannys Song,https://tabs.ultimate-guitar.com/tab/loggins-messina/dannys-song-chords-9297
Lonestar,Im Already There,https://tabs.ultimate-guitar.com/tab/lonestar/im-already-there-chords-940416
Looking Glass,Brandy Youre A Fine Girl,https://tabs.ultimate-guitar.com/tab/looking-glass/brandy-youre-a-fine-girl-official-2759310
Lorde,Ribs,https://tabs.ultimate-guitar.com/tab/lorde/ribs-official-2786839
Lorde,Royals,https://tabs.ultimate-guitar.com/tab/lorde/royals-official-2165481
Lorde,Team,https://tabs.ultimate-guitar.com/tab/lorde/team-official-2466096
Louis Armstrong,What A Wonderful World,https://tabs.ultimate-guitar.com/tab/louis-armstrong/what-a-wonderful-world-chords-60215
LÉON (Sweden),Lost Time,https://tabs.ultimate-guitar.com/tab/3403586
MaMuse,Power Of Kindness,https://tabs.ultimate-guitar.com/tab/mamuse/power-of-kindness-chords-5289426
Macklemore & Ryan Lewis,Thrift Shop,https://tabs.ultimate-guitar.com/tab/macklemore-ryan-lewis/thrift-shop-official-4313711
Madonna,Like A Prayer,https://tabs.ultimate-guitar.com/tab/madonna/like-a-prayer-chords-430320
Maggie Rogers,Love You For A Long Time,https://tabs.ultimate-guitar.com/tab/maggie-rogers/love-you-for-a-long-time-chords-2901176
Maren Morris,My Church,https://tabs.ultimate-guitar.com/tab/maren-morris/my-church-chords-1768136
Mariah Carey,Always Be My Baby,https://tabs.ultimate-guitar.com/tab/mariah-carey/always-be-my-baby-chords-935651
Mark Ambor,Belong Together,https://tabs.ultimate-guitar.com/tab/mark-ambor/belong-together-chords-5150155
Mark Ronson,Uptown Funk,https://tabs.ultimate-guitar.com/tab/mark-ronson/uptown-funk-chords-1699126
Mark Ronson,Valerie,https://tabs.ultimate-guitar.com/user/tab/view?h=ptQq5EEclJsediaLVuk3liy4&tab_id=23836941
Maroon 5,Memories,https://tabs.ultimate-guitar.com/tab/maroon-5/memories-official-2872610
Maroon 5,She Will Be Loved,https://tabs.ultimate-guitar.com/tab/maroon-5/she-will-be-loved-chords-995857
Maroon 5,Sunday Morning,https://tabs.ultimate-guitar.com/tab/maroon-5/sunday-morning-chords-1007340
Maroon 5,This Love,https://tabs.ultimate-guitar.com/tab/maroon-5/this-love-chords-786697
Mary Hopkin,Those Were The Days,https://tabs.ultimate-guitar.com/tab/mary-hopkin/those-were-the-days-chords-1054310
Matchbox Twenty,3Am,https://tabs.ultimate-guitar.com/tab/matchbox-twenty/3am-chords-1063467
Matchbox Twenty,How Far Weve Come,https://tabs.ultimate-guitar.com/tab/matchbox-twenty/how-far-weve-come-chords-576608
May Erlewine,Palm Of My Hand,https://tabs.ultimate-guitar.com/tab/may-erlewine/palm-of-my-hand-chords-4055923
Meredith Brooks,Bitch,https://tabs.ultimate-guitar.com/tab/meredith-brooks/bitch-chords-185975
Michael Bublé,Havent Met You Yet,https://tabs.ultimate-guitar.com/tab/1007719
Miike Snow,Genghis Khan,https://tabs.ultimate-guitar.com/tab/miike-snow/genghis-khan-chords-1805558
Mika,Grace Kelly,https://tabs.ultimate-guitar.com/tab/mika/grace-kelly-chords-529330
Miki Ratsula,Missing June,https://tabs.ultimate-guitar.com/tab/miki-ratsula/missing-june-chords-4207939
Miley Cyrus,Angels Like You,https://tabs.ultimate-guitar.com/tab/miley-cyrus/angels-like-you-official-3449495
Miley Cyrus,Party In The Usa,https://tabs.ultimate-guitar.com/tab/miley-cyrus/party-in-the-usa-chords-1227643
Miley Cyrus,The Climb,https://tabs.ultimate-guitar.com/tab/miley-cyrus/the-climb-official-2440531
Miley Cyrus,We Cant Stop,https://tabs.ultimate-guitar.com/tab/miley-cyrus/we-cant-stop-official-2477002
Miley Cyrus,Wrecking Ball,https://tabs.ultimate-guitar.com/tab/miley-cyrus/wrecking-ball-official-2245861
Misc Cartoons,Aladdin - A Whole New World,https://tabs.ultimate-guitar.com/tab/misc-cartoons/aladdin-a-whole-new-world-chords-171361
Misc Cartoons,Anastasia - Journey To The Past,https://tabs.ultimate-guitar.com/tab/misc-cartoons/anastasia-journey-to-the-past-chords-3190181
Misc Cartoons,Beauty And The Beast - Be Our Guest,https://tabs.ultimate-guitar.com/tab/misc-cartoons/beauty-and-the-beast-be-our-guest-chords-1012305
Misc Cartoons,Beauty And The Beast Theme,https://tabs.ultimate-guitar.com/tab/misc-cartoons/beauty-and-the-beast-theme-chords-716788
Misc Cartoons,Encanto - We Dont Talk About Bruno,https://tabs.ultimate-guitar.com/tab/misc-cartoons/encanto-we-dont-talk-about-bruno-chords-3956839
Misc Cartoons,Frozen - Do You Want To Build A Snowman,https://tabs.ultimate-guitar.com/tab/misc-cartoons/frozen-do-you-want-to-build-a-snowman-chords-1450507
Misc Cartoons,Frozen - Let It Go,https://tabs.ultimate-guitar.com/tab/misc-cartoons/frozen-let-it-go-chords-1445224
Misc Cartoons,Hercules - Go The Distance,https://tabs.ultimate-guitar.com/tab/misc-cartoons/hercules-go-the-distance-chords-1679579
Misc Cartoons,Hercules - I Wont Say Im In Love,https://tabs.ultimate-guitar.com/user/tab/view?h=NvLGa5tiiSbFOgkXbLB6bwpp&tab_id=30299660
Misc Cartoons,Kpop Demon Hunters - Golden,https://tabs.ultimate-guitar.com/tab/misc-cartoons/kpop-demon-hunters-golden-chords-5844500
Misc Cartoons,Kpop Demon Hunters - Your Idol,https://tabs.ultimate-guitar.com/tab/misc-cartoons/kpop-demon-hunters-your-idol-official-5858510
Misc Cartoons,Moana - Youre Welcome,https://tabs.ultimate-guitar.com/tab/misc-cartoons/moana-youre-welcome-chords-1908753
Misc Cartoons,Mulan - A Girl Worth Fighting For,https://tabs.ultimate-guitar.com/tab/misc-cartoons/mulan-a-girl-worth-fighting-for-chords-2085771
Misc Cartoons,Mulan - Honor To Us All,https://tabs.ultimate-guitar.com/tab/misc-cartoons/mulan-honor-to-us-all-chords-1984077
Misc Cartoons,Mulan - Ill Make A Man Out Of You,https://tabs.ultimate-guitar.com/user/tab/view?h=0dd_c6X3w_V4q8_NG6kBOxOW&tab_id=23915115
Misc Cartoons,Mulan - Reflection,https://tabs.ultimate-guitar.com/tab/misc-cartoons/mulan-reflection-chords-1205220
Misc Cartoons,Pocahontas - Colors Of The Wind,https://tabs.ultimate-guitar.com/tab/misc-cartoons/pocahontas-colors-of-the-wind-chords-1193023
Misc Cartoons,Tangled - When Will My Life Begin,https://tabs.ultimate-guitar.com/tab/misc-cartoons/tangled-when-will-my-life-begin-chords-1054436
Misc Cartoons,The Fairly Oddparents - Chip Skylark - My Shiny Teeth And Me,https://tabs.ultimate-guitar.com/tab/misc-cartoons/the-fairly-oddparents-chip-skylark-my-shiny-teeth-and-me-chords-1477245
Misc Cartoons,The Lion King - Be Prepared Reprise,https://tabs.ultimate-guitar.com/tab/misc-cartoons/the-lion-king-be-prepared-reprise-chords-2380485
Misc Cartoons,The Lion King - I Just Cant Wait To Be King,https://tabs.ultimate-guitar.com/tab/misc-cartoons/the-lion-king-i-just-cant-wait-to-be-king-chords-810607
Misc Cartoons,The Little Mermaid - Part Of Your World,https://tabs.ultimate-guitar.com/tab/misc-cartoons/the-little-mermaid-part-of-your-world-chords-978268
Misc Cartoons,The Little Mermaid - Under The Sea,https://tabs.ultimate-guitar.com/tab/misc-cartoons/the-little-mermaid-under-the-sea-chords-1415795
Misc Cartoons,Toy Story 2 - When She Loved Me,https://tabs.ultimate-guitar.com/tab/misc-cartoons/toy-story-2-when-she-loved-me-chords-1007461
Misc Children,Make New Friends,https://tabs.ultimate-guitar.com/tab/misc-children/make-new-friends-chords-3363785
Misc Musicals,Annie - Tomorrow,https://tabs.ultimate-guitar.com/tab/misc-musicals/annie-tomorrow-chords-1065090
Misc Musicals,Be More Chill - Michael In The Bathroom,https://tabs.ultimate-guitar.com/tab/misc-musicals/be-more-chill-michael-in-the-bathroom-chords-2049663
Misc Musicals,Hamilton - Satisfied,https://tabs.ultimate-guitar.com/tab/misc-musicals/hamilton-satisfied-chords-3145196
Misc Musicals,Hamilton - Youll Be Back,https://tabs.ultimate-guitar.com/tab/misc-musicals/hamilton-youll-be-back-chords-1772610
Misc Musicals,Les Misérables - Empty Chairs At Empty Tables,https://tabs.ultimate-guitar.com/tab/494951
Misc Musicals,Les Misérables - On My Own,https://tabs.ultimate-guitar.com/tab/4409717
Misc Musicals,Les Misérables - One Day More,https://tabs.ultimate-guitar.com/tab/962805
Misc Musicals,Moulin Rouge - Elephant Love Medley,https://tabs.ultimate-guitar.com/tab/misc-musicals/moulin-rouge-elephant-love-medley-chords-3229679
Misc Musicals,Rent - Seasons Of Love,https://tabs.ultimate-guitar.com/tab/misc-musicals/rent-seasons-of-love-official-3392888
Misc Musicals,Rent - Take Me Or Leave Me,https://tabs.ultimate-guitar.com/tab/misc-musicals/rent-take-me-or-leave-me-chords-1049243
Misc Musicals,The Sound Of Music - My Favorite Things,https://tabs.ultimate-guitar.com/tab/misc-musicals/the-sound-of-music-my-favorite-things-chords-839565
Misc Originals,Love Drops - Part Of The Bay,https://tabs.ultimate-guitar.com/tab/misc-originals/love-drops-part-of-the-bay-chords-6510947
Misc Praise Songs,Amazing Grace,https://tabs.ultimate-guitar.com/tab/misc-praise-songs/amazing-grace-chords-614298
Misc Praise Songs,Be Thou My Vision,https://tabs.ultimate-guitar.com/tab/misc-praise-songs/be-thou-my-vision-chords-1410139
Misc Praise Songs,It Is Well With My Soul,https://tabs.ultimate-guitar.com/tab/misc-praise-songs/it-is-well-with-my-soul-chords-503157
Misc Soundtrack,A Star Is Born - Always Remember Us This Way,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/a-star-is-born-always-remember-us-this-way-chords-2484211
Misc Soundtrack,A Star Is Born - Shallow,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/a-star-is-born-shallow-chords-2480119
Misc Soundtrack,Barbie - What Was I Made For,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/barbie-what-was-i-made-for-chords-4871180
Misc Soundtrack,Bring It On The Musical - One Perfect Moment,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/bring-it-on-the-musical-one-perfect-moment-chords-2255223
Misc Soundtrack,Grease - Youre The One That I Want,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/grease-youre-the-one-that-i-want-chords-78010
Misc Soundtrack,Hairspray - Good Morning Baltimore,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/hairspray-good-morning-baltimore-chords-2034043
Misc Soundtrack,Joseph And The Amazing Technicolor Dreamcoat - Any Dream Will Do,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/joseph-and-the-amazing-technicolor-dreamcoat-any-dream-will-do-chords-507101
Misc Soundtrack,Mean Girls - Id Rather Be Me,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/mean-girls-id-rather-be-me-ukulele-2377049
Misc Soundtrack,Moulin Rouge - Come What May,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/moulin-rouge-come-what-may-chords-2529306
Misc Soundtrack,Moulin Rouge - Elephant Love Medley,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/moulin-rouge-elephant-love-medley-chords-753909
Misc Soundtrack,O Brother Where Art Thou - Ill Fly Away,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/o-brother-where-art-thou-ill-fly-away-chords-3325778
Misc Soundtrack,The Greatest Showman - Never Enough,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/the-greatest-showman-never-enough-chords-2267891
Misc Soundtrack,The Greatest Showman - Rewrite The Stars,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/the-greatest-showman-rewrite-the-stars-chords-2238675
Misc Soundtrack,The Greatest Showman - This Is Me,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/the-greatest-showman-this-is-me-chords-2248659
Misc Soundtrack,The Muppet Movie - Rainbow Connection,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/the-muppet-movie-rainbow-connection-chords-1181285
Misc Soundtrack,The Wizard Of Oz - Somewhere Over The Rainbow,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/the-wizard-of-oz-somewhere-over-the-rainbow-chords-175244
Misc Soundtrack,Wicked - Dancing Through Life,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/wicked-dancing-through-life-official-5572431
Misc Soundtrack,Wicked - Defying Gravity,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/wicked-defying-gravity-chords-5517189
Misc Soundtrack,Wicked - Popular,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/wicked-popular-official-5539152
Misc Traditional,Home On The Range,https://tabs.ultimate-guitar.com/tab/misc-traditional/home-on-the-range-chords-1726287
Misc Traditional,Oh My Darling Clementine,https://tabs.ultimate-guitar.com/tab/misc-traditional/oh-my-darling-clementine-chords-1050962
Misc Traditional,Red River Valley,https://tabs.ultimate-guitar.com/tab/misc-traditional/red-river-valley-chords-1051628
Misc Traditional,Wild Mountain Thyme,https://tabs.ultimate-guitar.com/tab/misc-traditional/wild-mountain-thyme-chords-930693
Morgan Wallen,Somebodys Problem,https://tabs.ultimate-guitar.com/tab/morgan-wallen/somebodys-problem-chords-3430403
Mumford & Sons,Little Lion Man,https://tabs.ultimate-guitar.com/tab/mumford-sons/little-lion-man-chords-872773
Muse,Uprising,https://tabs.ultimate-guitar.com/tab/muse/uprising-chords-872240
My Chemical Romance,Welcome To The Black Parade,https://tabs.ultimate-guitar.com/tab/my-chemical-romance/welcome-to-the-black-parade-chords-1004649
Nat King Cole,L-O-V-E,https://tabs.ultimate-guitar.com/tab/nat-king-cole/l-o-v-e-chords-832752
Natalie Imbruglia,Torn,https://tabs.ultimate-guitar.com/tab/natalie-imbruglia/torn-chords-989199
Neil Diamond,Sweet Caroline,https://tabs.ultimate-guitar.com/tab/neil-diamond/sweet-caroline-chords-1053578
Neutral Milk Hotel,In The Aeroplane Over The Sea,https://tabs.ultimate-guitar.com/tab/neutral-milk-hotel/in-the-aeroplane-over-the-sea-chords-35827
Nickel Creek,Tomorrow Is A Long Time,https://tabs.ultimate-guitar.com/tab/nickel-creek/tomorrow-is-a-long-time-chords-1085666
Nicki Minaj,Super Bass,https://tabs.ultimate-guitar.com/tab/nicki-minaj/super-bass-chords-1057087
Nina Simone,Feeling Good,https://tabs.ultimate-guitar.com/tab/nina-simone/feeling-good-chords-779475
Nitty Gritty Dirt Band,Fishin In The Dark,https://tabs.ultimate-guitar.com/tab/nitty-gritty-dirt-band/fishin-in-the-dark-chords-271591
No Doubt,Dont Speak,https://tabs.ultimate-guitar.com/tab/no-doubt/dont-speak-chords-445952
No Doubt,Just A Girl,https://tabs.ultimate-guitar.com/tab/no-doubt/just-a-girl-chords-275042
Noah Kahan,Stick Season,https://tabs.ultimate-guitar.com/tab/noah-kahan/stick-season-chords-4271572
Obadiah Parker,Hey Ya,https://tabs.ultimate-guitar.com/tab/obadiah-parker/hey-ya-chords-763025
Old Crow Medicine Show,Wagon Wheel,https://tabs.ultimate-guitar.com/tab/old-crow-medicine-show/wagon-wheel-chords-754823
Olive Klug,What To Make Of Me,https://tabs.ultimate-guitar.com/tab/olive-klug/what-to-make-of-me-chords-5307963
Olivia Rodrigo,All-American Bitch,https://tabs.ultimate-guitar.com/tab/olivia-rodrigo/all-american-bitch-chords-4945450
Olivia Rodrigo,Bad Idea Right,https://tabs.ultimate-guitar.com/tab/olivia-rodrigo/bad-idea-right-chords-4910386
Olivia Rodrigo,Drop Dead,https://tabs.ultimate-guitar.com/tab/olivia-rodrigo/drop-dead-chords-6245006
Olivia Rodrigo,Good 4 U,https://tabs.ultimate-guitar.com/tab/olivia-rodrigo/good-4-u-chords-3705839
Olivia Rodrigo,Love Is Embarrassing,https://tabs.ultimate-guitar.com/tab/olivia-rodrigo/love-is-embarrassing-chords-4945537
Olivia Rodrigo,Vampire,https://tabs.ultimate-guitar.com/tab/olivia-rodrigo/vampire-chords-4843571
Omi,Cheerleader,https://tabs.ultimate-guitar.com/tab/omi/cheerleader-chords-1708843
One Direction,What Makes You Beautiful,https://tabs.ultimate-guitar.com/tab/one-direction/what-makes-you-beautiful-chords-1083333
Osibisa,Woyaya,https://tabs.ultimate-guitar.com/tab/osibisa/woyaya-chords-3279344
OutKast,Hey Ya,https://tabs.ultimate-guitar.com/tab/outkast/hey-ya-chords-857088
P!nk,Just Give Me A Reason,https://tabs.ultimate-guitar.com/tab/pnk/just-give-me-a-reason-chords-1192331
P!nk,Raise Your Glass,https://tabs.ultimate-guitar.com/tab/pnk/raise-your-glass-chords-1183648
Paramore,Still Into You,https://tabs.ultimate-guitar.com/tab/paramore/still-into-you-chords-1231873
Patsy Cline,Side By Side,https://tabs.ultimate-guitar.com/tab/patsy-cline/side-by-side-chords-1771525
Paul Anka,Put Your Head On My Shoulder,https://tabs.ultimate-guitar.com/tab/paul-anka/put-your-head-on-my-shoulder-chords-853909
Paul Simon,50 Ways To Leave Your Lover,https://tabs.ultimate-guitar.com/tab/paul-simon/50-ways-to-leave-your-lover-chords-1507685
Paul Simon,You Can Call Me Al,https://tabs.ultimate-guitar.com/tab/paul-simon/you-can-call-me-al-chords-1745615
Peter Gabriel,In Your Eyes,https://tabs.ultimate-guitar.com/tab/peter-gabriel/in-your-eyes-chords-1645351
"Peter, Paul and Mary",500 Miles,https://tabs.ultimate-guitar.com/tab/peter-paul-and-mary/500-miles-chords-1816484
"Peter, Paul and Mary",If I Had A Hammer,https://tabs.ultimate-guitar.com/tab/peter-paul-and-mary/if-i-had-a-hammer-chords-1860321
Phil Collins,Youll Be In My Heart,https://tabs.ultimate-guitar.com/tab/phil-collins/youll-be-in-my-heart-chords-327834
Phillip Phillips,Home,https://tabs.ultimate-guitar.com/tab/phillip-phillips/home-chords-1483111
Plain White T's,1 2 3 4,https://tabs.ultimate-guitar.com/tab/plain-white-ts/1-2-3-4-chords-824833
Plain White T's,Hey There Delilah,https://tabs.ultimate-guitar.com/tab/plain-white-ts/hey-there-delilah-chords-337676
Pomplamoose,Lovely Day - Good As Hell Mashup,https://tabs.ultimate-guitar.com/user/tab/view?h=TvEF20MWU9NgXTKxAEyELUOg&tab_id=23425413
Portugal. The Man,Feel It Still,https://tabs.ultimate-guitar.com/tab/portugal-the-man/feel-it-still-chords-1960449
Prince,Raspberry Beret,https://tabs.ultimate-guitar.com/tab/prince/raspberry-beret-official-3606323
Queen,Somebody To Love,https://tabs.ultimate-guitar.com/tab/queen/somebody-to-love-chords-208584
Queen,We Are The Champions,https://tabs.ultimate-guitar.com/tab/queen/we-are-the-champions-chords-55346
R. Kelly,Ignition Remix,https://tabs.ultimate-guitar.com/tab/r-kelly/ignition-remix-chords-1687985
R.E.M.,Losing My Religion,https://tabs.ultimate-guitar.com/tab/r-e-m-/losing-my-religion-chords-114345
Rachel Platten,Fight Song,https://tabs.ultimate-guitar.com/tab/rachel-platten/fight-song-chords-1725296
Radiohead,Creep,https://tabs.ultimate-guitar.com/tab/radiohead/creep-chords-4169
Radiohead,Karma Police,https://tabs.ultimate-guitar.com/tab/radiohead/karma-police-chords-103398
Ragnar Kjartansson,My Feminine Ways,https://tabs.ultimate-guitar.com/tab/ragnar-kjartansson/my-feminine-ways-chords-1516170
Ramones,I Wanna Be Sedated,https://tabs.ultimate-guitar.com/tab/ramones/i-wanna-be-sedated-chords-1207763
Randy Travis,Deeper Than The Holler,https://tabs.ultimate-guitar.com/tab/randy-travis/deeper-than-the-holler-chords-1666430
Randy Travis,Forever And Ever Amen,https://tabs.ultimate-guitar.com/tab/randy-travis/forever-and-ever-amen-chords-87134
Randy Travis,Three Wooden Crosses,https://tabs.ultimate-guitar.com/tab/randy-travis/three-wooden-crosses-chords-897760
Rascal Flatts,Bless The Broken Road,https://tabs.ultimate-guitar.com/tab/rascal-flatts/bless-the-broken-road-chords-162352
Ray Charles,Hallelujah I Love Her So,https://tabs.ultimate-guitar.com/tab/ray-charles/hallelujah-i-love-her-so-official-4277545
Ray LaMontagne,Jolene,https://tabs.ultimate-guitar.com/tab/ray-lamontagne/jolene-chords-1210073
Regina Spektor,Fidelity,https://tabs.ultimate-guitar.com/tab/regina-spektor/fidelity-chords-488334
Renee & Jeremy,Night Mantra,https://tabs.ultimate-guitar.com/tab/renee-jeremy/night-mantra-chords-1706207
Renne And Jeremy,Night Mantra,https://tabs.ultimate-guitar.com/tab/renne-and-jeremy/night-mantra-chords-1488065
Rihanna,Umbrella,https://tabs.ultimate-guitar.com/tab/rihanna/umbrella-chords-531916
Robbie Williams,Candy,https://tabs.ultimate-guitar.com/tab/robbie-williams/candy-chords-1193428
Robyn,Dancing On My Own,https://tabs.ultimate-guitar.com/tab/robyn/dancing-on-my-own-chords-956611
Rose Betts,Doodles,https://tabs.ultimate-guitar.com/tab/rose-betts/doodles-chords-5369394
Rose Betts,Goodbye California,https://tabs.ultimate-guitar.com/tab/rose-betts/goodbye-california-chords-6483821
Rose Betts,Save Me A Seat,https://tabs.ultimate-guitar.com/tab/rose-betts/save-me-a-seat-chords-5764001
Rostam,Bike Dream,https://tabs.ultimate-guitar.com/tab/rostam/bike-dream-chords-2154895
Roy Orbison,Oh Pretty Woman,https://tabs.ultimate-guitar.com/tab/roy-orbison/oh-pretty-woman-chords-810517
Royal & the Serpent,Overwhelmed,https://tabs.ultimate-guitar.com/tab/royal-the-serpent/overwhelmed-official-4596161
Rusted Root,Send Me On My Way,https://tabs.ultimate-guitar.com/tab/rusted-root/send-me-on-my-way-chords-1123454
Sabrina Carpenter,Espresso,https://tabs.ultimate-guitar.com/tab/sabrina-carpenter/espresso-chords-5223687
Sam Cooke,Wonderful World,https://tabs.ultimate-guitar.com/tab/sam-cooke/wonderful-world-chords-258832
Sam Smith,How Will I Know,https://tabs.ultimate-guitar.com/tab/sam-smith/how-will-i-know-chords-1506780
Sam Smith,Im Not The Only One,https://tabs.ultimate-guitar.com/tab/sam-smith/im-not-the-only-one-chords-1510178
Sam Smith,Stay With Me,https://tabs.ultimate-guitar.com/tab/sam-smith/stay-with-me-chords-1473600
Sammy Copley,To The Bone,https://tabs.ultimate-guitar.com/tab/sammy-copley/to-the-bone-chords-4175974
Santana,Smooth,https://tabs.ultimate-guitar.com/tab/santana/smooth-chords-1399971
Sara Bareilles,Bad Idea,https://tabs.ultimate-guitar.com/tab/sara-bareilles/bad-idea-chords-1798274
Sara Bareilles,She Used To Be Mine,https://tabs.ultimate-guitar.com/tab/sara-bareilles/she-used-to-be-mine-official-2470396
Sara Bareilles,When He Sees Me,https://tabs.ultimate-guitar.com/tab/sara-bareilles/when-he-sees-me-chords-1816527
Savage Garden,Truly Madly Deeply,https://tabs.ultimate-guitar.com/tab/savage-garden/truly-madly-deeply-chords-3337
Shaggy,It Wasnt Me,https://tabs.ultimate-guitar.com/tab/shaggy/it-wasnt-me-chords-1957265
Shania Twain,Forever And For Always,https://tabs.ultimate-guitar.com/tab/shania-twain/forever-and-for-always-chords-402425
